index,student,state,district_num,formatted_dist_num,abbrev,district,candidate,party,website,twitter_handle,incumbent,age,gender,marital_status,white_non_hispanic,hispanic,black,partisian_lean_pvi,opposed,pct_urban,income,region
807,thomas,Ohio,14,14,OH,OH14,David Joyce,Republican,https://joyceforcongress.com/,RepDaveJoyce,T,61.0,M,Married,T,F,F,R+5,T,74.05,58451.0,MW
808,thomas,Ohio,14,14,OH,OH14,Betsy Rader,Democratic,https://www.betsyraderforcongress.com/,BetsyRaderOH,F,,F,Married,T,F,F,R+5,T,74.05,58451.0,MW
809,thomas,Oregon,2,2,OR,OR02,Jamie McLeod-Skinner,Democratic,https://jamiefororegon.com/,JamieforOregon,F,,F,Married,T,F,F,R+11,T,,35600.0,W
810,thomas,Oregon,2,2,OR,OR02,Greg Walden,Republican,https://gregwalden.com/,repgregwalden,T,61.0,M,Married,T,F,F,R+11,T,,35600.0,W
811,thomas,South Carolina,2,2,SC,SC02,Sean Carrigan,Democratic,http://www.carriganforcongress.com/,VoteCarrigan,F,,M,Married,T,F,F,R+12,T,,42912.0,S
812,thomas,South Carolina,2,2,SC,SC02,Sonny Narang,American,http://www.sonny4congress.com/,,F,,M,Married,F,F,F,R+12,T,,42912.0,S
813,thomas,South Carolina,2,2,SC,SC02,Joe Wilson,Republican,http://www.joewilsonforcongress.com/,RepJoeWilson,T,71.0,M,Married,T,F,F,R+12,T,,42912.0,S
814,thomas,Texas,11,11,TX,TX11,Mike Conaway,Republican,https://www.mikeconaway.com/,ConawayTX11,T,70.0,M,Married,T,F,F,R+32,T,71.66,50602.0,S
815,thomas,Texas,11,11,TX,TX11,Jennie Lou Leeder,Democratic,http://jennielouleeder.com/,JennieLouLeeder,F,,F,,T,F,F,R+32,T,71.66,50602.0,S
816,thomas,Texas,11,11,TX,TX11,Rhett Rosenquest Smith,Libertarian,,,F,,M,,T,F,F,R+32,T,71.66,50602.0,S
817,thomas,Texas,12,12,TX,TX12,Vanessa Adia,Democratic,https://www.vanessaadia.com/,VanessaAdiaTX12,F,,F,Married,F,F,F,R+18,T,86.54,62214.0,S
818,thomas,Texas,12,12,TX,TX12,Kay Granger,Republican,http://kaygranger.com/,RepKayGranger,T,75.0,F,,T,F,F,R+18,T,86.54,62214.0,S
819,thomas,Texas,12,12,TX,TX12,Jacob Leddy,Libertarian,https://www.readyforleddy.com/,readyforleddy,F,,M,,T,T,T,R+18,T,86.54,62214.0,S
820,thomas,Texas,21,21,TX,TX21,Joseph Kopser,Democratic,https://kopserforcongress.com/,JosephKopser,F,,M,Married,T,F,F,R+10,T,78.15,68987.0,S
821,thomas,Texas,21,21,TX,TX21,Chip Roy,Republican,https://chiproy.com/levin/,chiproytx,F,,M,Married,T,F,F,R+10,T,78.15,68987.0,S
822,thomas,Texas,21,21,TX,TX21,Lee Santos,Libertarian,https://www.hardcorelibertarian.com/,TxHopsfarmer,F,,F,,T,F,F,R+10,T,78.15,68987.0,S
823,thomas,Texas,26,26,TX,TX26,Mark Boler,Libertarian,https://www.markboler4congress.org/,markboler,F,,M,Married,T,F,F,R+18,T,93.4,87272.0,S
824,thomas,Texas,26,26,TX,TX26,Michael Burgess,Republican,http://burgessforcongress.org/,michaelcburgess,T,67.0,M,Married,T,F,F,R+18,T,93.4,87272.0,S
825,thomas,Texas,26,26,TX,TX26,Linsey Fagan,Democratic,https://www.linseyfagan.com/,LinseyFaganTX,F,,F,,T,F,F,R+18,T,93.4,87272.0,S
826,thomas,Utah,1,1,UT,UT01,Rob Bishop,Republican,https://votebishop.com/,RepRobBishop,T,67.0,M,Married,T,F,F,R+26,T,,56973.0,W
827,thomas,Utah,1,1,UT,UT01,Lee Castillo,Democratic,https://utahisforeverybody.com/,Lee4USCongress,F,,M,,F,F,F,R+26,T,,56973.0,W
828,thomas,Utah,1,1,UT,UT01,Adam Davis,Green,https://www.davisforutah.com/,davisforutah,F,,M,,T,F,F,R+26,T,,56973.0,W
829,thomas,Utah,1,1,UT,UT01,Eric Eliason,United Utah,https://eliasonforcongress.com/,EliasonCongress,F,46.0,M,Married,T,F,F,R+26,T,,56973.0,W
830,thomas,Virginia,1,1,VA,VA01,Vangie Williams,Democratic,https://vangieforcongress.com/,Vangie4Congress,F,,F,Married,F,F,T,R+8,T,69.54,81338.0,S
831,thomas,Virginia,1,1,VA,VA01,Rob Wittman,Republican,https://robwittman.com/,RobWittman,T,59.0,M,Married,T,F,F,R+8,T,69.54,81338.0,S
832,thomas,Virginia,2,2,VA,VA02,Elaine Luria,Democratic,https://elaineforcongress.com/,ElaineLuriaVA,F,,F,Married,T,F,F,R+2,T,92.57,66953.0,S
833,thomas,Virginia,2,2,VA,VA02,Scott Taylor,Republican,https://scotttaylor.us/,RepScottTaylor,T,39.0,M,,T,F,F,R+2,T,92.57,66953.0,S
834,thomas,Virginia,8,8,VA,VA08,Don Beyer,Democratic,http://friendsofdonbeyer.com/,RepDonBeyer,T,68.0,M,Married,T,F,F,D+21,T,99.71,100719.0,S
835,thomas,Virginia,8,8,VA,VA08,Thomas Oh,Republican,https://www.letuschangecongress.org/,OhForCongress,F,,M,,F,F,F,D+21,T,99.71,100719.0,S
836,thomas,Virginia,11,11,VA,VA11,Gerry Connolly,Democratic,https://gerryconnolly.com/,GerryConnolly,T,68.0,M,Married,T,F,F,D+15,T,99.97,106554.0,S
837,thomas,Virginia,11,11,VA,VA11,Jeff Dove,Republican,http://www.doveforcongress.com/,JefferyADoveJr,F,37.0,M,Married,F,F,T,D+15,T,99.97,106554.0,S
838,thomas,Virginia,11,11,VA,VA11,Stevan Porter,Libertarian,http://www.porter4us.com/,Porter4Us,F,49.0,M,Married,T,F,F,D+15,T,99.97,106554.0,S
839,thomas,Washington,3,3,WA,WA03,Jaime Herrera Beutler,Republican,https://www.votejaime.com/,HerreraBeutler,T,39.0,F,Married,T,F,F,R+4,T,,44426.0,W
840,thomas,Washington,3,3,WA,WA03,Carolyn Long,Democratic,https://www.electlong.com/,ElectLong,F,,F,Married,T,F,F,R+4,T,,44426.0,W
841,thomas,Washington,7,7,WA,WA07,Pramila Jayapal,Democratic,https://www.pramilaforcongress.com/,RepJayapal,T,53.0,F,Married,F,F,F,D+33,T,,61747.0,W
842,thomas,Washington,7,7,WA,WA07,Craig Keller,Republican,http://www.keller4america.us/,,F,,M,Married,T,F,F,D+33,T,,61747.0,W
843,thomas,Wisconsin,8,8,WI,WI08,Mike Gallagher,Republican,http://www.mikeforwisconsin.com/,RepGallagher,T,34.0,M,,T,F,F,R+7,T,56.04,43274.0,MW
844,thomas,Wisconsin,8,8,WI,WI08,Beau Liegeois,Democratic,https://beauforcongress.com/,beauforcongress,F,,M,Married,T,F,F,R+7,T,56.04,43274.0,MW
845,tony,Arkansas,1,1,AR,AR01,Rick Crawford,Republican,https://www.meetrickcrawford.com/,RepRickCrawford,T,52.0,M,Married,T,F,F,R+17,T,44.5,28940.0,S
846,tony,Arkansas,1,1,AR,AR01,Chintan Desai,Democratic,https://www.desaiforcongress.com/,DecideonDesai,F,,M,,F,F,F,R+17,T,44.5,28940.0,S
847,tony,Arkansas,1,1,AR,AR01,Elvis Presley,Libertarian,,ElvisDPresley,F,,M,,T,F,F,R+17,T,44.5,28940.0,S
848,tony,California,28,28,CA,CA28,Johnny Nalbandian,Republican,http://votejohnny.us/,Johnny_Congress,F,,M,,F,F,F,D+23,T,99.86,65849.0,W
849,tony,California,28,28,CA,CA28,Adam Schiff,Democratic,http://adamschiff.com/,RepAdamSchiff,T,58.0,M,Married,T,F,F,D+23,T,99.86,65849.0,W
850,tony,California,40,40,CA,CA40,Rodolfo Barragan,Green,https://www.rodolfoforcongress.com/,RodolfoCongress,F,30.0,M,,F,T,F,D+33,T,100,47190.0,W
851,tony,California,40,40,CA,CA40,Lucille Roybal-Allard,Democratic,http://www.lucilleforcongress.com/,RepRoybalAllard,T,77.0,F,Married,T,F,F,D+33,T,100,47190.0,W
852,tony,California,45,45,CA,CA45,Katie Porter,Democratic,https://katieporter.com/,katieporteroc,F,,F,,T,F,F,R+3,T,99.55,102040.0,W
853,tony,California,45,45,CA,CA45,Mimi Walters,Republican,https://www.mimiwalters.com/,MimiWaltersCA,T,56.0,F,Married,T,F,F,R+3,T,99.55,102040.0,W
854,tony,California,46,46,CA,CA46,Lou Correa,Democratic,http://www.loucorrea.com/,voteloucorrea,T,60.0,M,Married,F,T,F,D+15,T,100,65334.0,W
855,tony,California,46,46,CA,CA46,Russell Lambert,Republican,https://russlambertforcongress.com/,,F,,M,,T,F,F,D+15,T,100,65334.0,W
856,tony,California,50,50,CA,CA50,Ammar Campa-Najjar,Democratic,www.campacampaign.com,acampanajjar,F,,M,,F,F,F,R+11,T,89.36,77155.0,W
857,tony,California,50,50,CA,CA50,Duncan Hunter,Republican,https://hunterforcongress.com/,,T,41.0,M,Married,T,F,F,R+11,T,89.36,77155.0,W
858,tony,Florida,1,1,FL,FL01,Matt Gaetz,Republican,https://mattgaetz.com/,mattgaetz,T,36.0,M,,T,F,F,R+22,T,82.11,36738.0,S
859,tony,Florida,1,1,FL,FL01,Jennifer Zimmerman,Democratic,https://www.jenniferzimmermanmd.com/,DrZ4Congress,F,,F,Married,F,T,F,R+22,T,82.11,36738.0,S
860,tony,Florida,8,8,FL,FL08,Sanjay Patel,Democratic,https://www.votesanjaypatel.com/,votesanjaypatel,F,,M,,T,F,F,R+11,T,94.11,52180.0,S
861,tony,Florida,8,8,FL,FL08,Bill Posey,Republican,http://billposey.com/,congbillposey,T,70.0,M,Married,T,F,F,R+11,T,94.11,52180.0,S
862,tony,Florida,10,10,FL,FL10,Val Demings,Democratic,http://www.valdemings.com/,val_demings,T,61.0,F,Married,F,F,T,D+11,F,98.67,50963.0,S
863,tony,Florida,17,17,FL,FL17,April Freeman,Democratic,http://www.aprilfreeman.com/,April4Congress,F,,F,,T,F,F,R+13,T,82.08,49449.0,S
864,tony,Florida,17,17,FL,FL17,Greg Steube,Republican,http://www.tomrooney.com/,TomRooney,T,47.9,M,Married,T,F,F,R+13,T,82.08,49449.0,S
865,tony,Florida,18,18,FL,FL18,Lauren Baer,Democratic,https://laurenbaerforcongress.com/,laurenbaer,F,,F,Married,T,F,F,R+5,T,96.37,58754.0,S
866,tony,Florida,18,18,FL,FL18,Brian Mast,Republican,https://www.mastforcongress.com/,BrianMastFL,T,38.0,M,Married,T,F,F,R+5,T,96.37,58754.0,S
867,tony,Illinois,1,1,IL,IL01,Bobby Rush,Democratic,,repbobbyrush,T,71.0,M,Married,F,F,T,D+27,T,99,46458.0,MW
868,tony,Illinois,1,1,IL,IL01,Jimmy Tillman,Republican,https://www.jimmylee2dc.com/,Tillman2014,F,50.0,M,Divorced,F,F,T,D+27,T,99,46458.0,MW
869,tony,Kansas,3,3,KS,KS03,Chris Clemmons,Libertarian,http://www.clemmonsforkansas.com/,chris_clemmons,F,30.0,M,Married,T,F,F,R+4,T,94.65,51118.0,MW
870,tony,Kansas,3,3,KS,KS03,Sharice Davids,Democratic,https://www.shariceforcongress.com/,sharicedavids,F,,F,,F,F,F,R+4,T,94.65,51118.0,MW
871,tony,Kansas,3,3,KS,KS03,Kevin Yoder,Republican,http://www.yoderforcongress.com/,KevinYoder,T,42.0,M,Married,T,F,F,R+4,T,94.65,51118.0,MW
872,tony,Louisiana,4,4,LA,LA04,Mark David Halverson,Libertarian,http://mark4congress.com/,,F,,M,,T,F,F,R+13,T,58.65,39748.0,S
873,tony,Louisiana,4,4,LA,LA04,Mike Johnson,Republican,https://www.mikejohnsonforlouisiana.com/,MikeJohnson,T,46.0,M,Married,T,F,F,R+13,T,58.65,39748.0,S
874,tony,Louisiana,4,4,LA,LA04,Ryan Trundle,Democratic,https://www.ryantrundle.com/,ryantrundleCD4,F,,M,,T,F,F,R+13,T,58.65,39748.0,S
875,tony,Maryland,5,5,MD,MD05,William Devine III,Republican,,studlydevine,F,,M,,T,F,F,D+16,T,75.19,62661.0,S
876,tony,Maryland,5,5,MD,MD05,Steny Hoyer,Democratic,http://www.hoyerforcongress.com/,StenyHoyer,T,79.0,M,Widowed,T,F,F,D+16,T,75.19,62661.0,S
877,tony,Maryland,5,5,MD,MD05,Jacob Pulcher,Libertarian,,PULCHER_Dist5md,F,,M,,T,F,F,D+16,T,75.19,62661.0,S
878,tony,Maryland,5,5,MD,MD05,Pat Elder,Green,https://www.elderforcongress.org/,eldercongress,F,,M,Married,T,F,F,D+16,T,75.19,62661.0,S
879,tony,Massachusetts,2,2,MA,MA02,Paul Grady,Independent,,,F,,M,,T,F,F,D+9,T,81.28,67531.0,NE
880,tony,Massachusetts,2,2,MA,MA02,Tracy Lovvorn,Republican,https://tracyforcongress.com/,Tracy4Congress,F,,F,Married,T,F,F,D+9,T,81.28,67531.0,NE
881,tony,Massachusetts,2,2,MA,MA02,Jim McGovern,Democratic,https://www.jimmcgovern.com/,McGovernMA,T,58.0,M,Married,T,F,F,D+9,T,81.28,67531.0,NE
882,tony,Michigan,3,3,MI,MI03,Cathy Albro,Democratic,https://cathyalbroforcongress.com/,,F,,F,Married,T,F,F,R+6,T,68.54,57926.0,MW
883,tony,Michigan,3,3,MI,MI03,Justin Amash,Republican,https://www.justinamash.com/,justinamash,T,38.0,M,Married,T,F,F,R+6,T,68.54,57926.0,MW
884,tony,Michigan,3,3,MI,MI03,Douglas Smith,Independent,,Doug_4Congress,F,,M,,T,F,F,R+6,T,68.54,57926.0,MW
885,tony,Michigan,9,9,MI,MI09,Andy Levin,Democratic,https://www.andylevinforcongress.com/,Andy_Levin,F,,M,Married,T,F,F,D+4,T,100,58742.0,MW
886,tony,Michigan,9,9,MI,MI09,John McDermott,Green,https://www.electjohnvmcdermott.com/,,F,,M,,T,F,F,D+4,T,100,58742.0,MW
887,tony,Michigan,9,9,MI,MI09,Candius Stearns,Republican,https://www.candiusforcongress.com/,CandiusStearns,F,46.0,F,Married,T,F,F,D+4,T,100,58742.0,MW
888,tony,Minnesota,3,3,MN,MN03,Erik Paulsen,Republican,http://paulsenforcongress.com/,Erik_Paulsen,T,53.0,M,Married,T,F,F,D+1,T,95.57,84689.0,MW
889,tony,Minnesota,3,3,MN,MN03,Dean Phillips,Democratic,https://www.phillipsforcongress.org/,deanbphillipS,F,,M,Divorced,T,F,F,D+1,T,95.57,84689.0,MW
890,tony,Mississippi,4,4,MS,MS04,Jeramey Anderson,Democratic,https://www.jerameyanderson.com/,jerameyanderson,F,26.0,M,,F,F,T,R+21,T,53.72,33023.0,S
891,tony,Mississippi,4,4,MS,MS04,Steven Palazzo,Republican,https://palazzoforcongress.com,StevenPalazzo,T,48.0,M,Married,T,F,F,R+21,T,53.72,33023.0,S
892,tony,Nebraska,1,1,NE,NE01,Jeff Fortenberry,Republican,http://supportfort.com/,jefffortenberry,T,57.0,M,Married,T,F,F,R+11,T,65.21,40021.0,MW
893,tony,Nebraska,1,1,NE,NE01,Jessica McClure,Democratic,http://www.jessicamcclureforcongress.com/,clure4congress,F,,F,Married,T,F,F,R+11,T,65.21,40021.0,MW
894,tony,New Jersey,1,1,NJ,NJ01,Paul Dilks,Republican,,PaulDilks,F,,M,Married,T,F,F,D+13,T,98.2,92284.0,NE
895,tony,New Jersey,1,1,NJ,NJ01,Donald Norcross,Democratic,https://www.donaldnorcrossforcongress.com/,DonNorcross4NJ,T,59.0,M,Married,T,F,F,D+13,T,98.2,92284.0,NE
896,tony,New York,14,14,NY,NY14,James Dillon,Reform,,,F,69.0,M,,,,,D+29,T,99.99,58331.0,NE
897,tony,New York,14,14,NY,NY14,Alexandria Ocasio-Cortez,Democratic,https://www.ocasio2018.com/,Ocasio2018,F,28.0,F,Single,F,T,F,D+29,T,99.99,58331.0,NE
898,tony,New York,14,14,NY,NY14,Anthony Pappas,Republican,https://www.anthonypappasforcongress.com/,,F,,F,,T,F,F,D+29,T,99.99,58331.0,NE
899,tony,New York,14,14,NY,NY14,Elizabeth Perri,Conservative,,,F,,F,,T,F,F,D+29,T,99.99,58331.0,NE
900,tony,New York,14,14,NY,NY14,Joe Crowley,Working Families,http://crowleyforcongress.com/,joecrowleyny,T,56.0,M,Married,T,F,F,D+29,T,99.99,58331.0,NE
901,tony,New York,20,20,NY,NY20,Paul Tonko,Democratic,http://paultonko.com/,paultonko,T,69.0,M,,T,F,F,D+7,T,88.69,66532.0,NE
902,tony,New York,20,20,NY,NY20,Francis Vitollo,Republican,https://www.joevitollo4congress.com/,joevitollo,F,62.0,M,Married,T,F,F,D+7,T,88.69,66532.0,NE
903,tony,New York,22,22,NY,NY22,Anthony Brindisi,Democratic,https://brindisiforcongress.com/,abrindisiny,F,39.0,M,Married,T,F,F,R+6,T,57.49,52212.0,NE
904,tony,New York,22,22,NY,NY22,Claudia Tenney,Republican,https://claudiaforcongress.com/,claudiatenney,T,57.0,F,,T,F,F,R+6,T,57.49,52212.0,NE
905,tony,New York,27,27,NY,NY27,David Bellavia,Republican,,,F,,M,,,,,R+11,T,58.04,64032.0,NE
906,tony,New York,27,27,NY,NY27,Chris Collins,Republican,https://collinsforcongress.com/,collinsny27,T,68.4,M,Married,T,F,F,R+11,T,58.04,64032.0,NE
907,tony,New York,27,27,NY,NY27,Nate McMurray,Democratic,https://www.votemcmurray.com/,nate_mcmurray,F,,M,Married,T,F,F,R+11,T,58.04,64032.0,NE
908,tony,New York,27,27,NY,NY27,Stefan Mychajliw,Republican,,StefanMychajliw,F,,M,Married,T,F,F,R+11,T,58.04,64032.0,NE
909,tony,New York,27,27,NY,NY27,Carl Paladino,Republican,https://www.carlpaladino.com/,CarlPaladino,F,,M,,T,F,F,R+11,T,58.04,64032.0,NE
910,tony,New York,27,27,NY,NY27,Larry Piegza,Reform,https://fixitlarry.org/,,F,,M,Married,T,F,F,R+11,T,58.04,64032.0,NE
911,tony,New York,27,27,NY,NY27,Michael Zak,Green,,,F,,M,,T,F,F,R+11,T,58.04,64032.0,NE
912,tony,North Carolina,2,2,NC,NC02,Linda Coleman,Democratic,https://lindacolemanforcongress.com/,LindaForNC,F,,F,,F,F,T,R+7,T,65.32,69552.0,S
913,tony,North Carolina,2,2,NC,NC02,George Holding,Republican,https://georgeholdingforcongress.com/,GeorgeHolding,T,50.0,M,Married,T,F,F,R+7,T,65.32,69552.0,S
914,tony,North Carolina,2,2,NC,NC02,Jeff Matemu,Libertarian,https://jeffmatemu.com/,JeffNc2,F,,M,Married,F,F,T,R+7,T,65.32,69552.0,S
915,tony,North Carolina,10,10,NC,NC10,David Brown,Democratic,https://dwb4congress.com/,DWB4Congress,F,44.0,M,Married,T,F,F,R+12,T,63.9,47064.0,S
916,tony,North Carolina,10,10,NC,NC10,Patrick McHenry,Republican,https://mchenryforcongress.com/,McHenryCampaign,T,43.0,M,Married,T,F,F,R+12,T,63.9,47064.0,S
917,tony,North Carolina,11,11,NC,NC11,Clifton Ingram,Libertarian,,,F,,M,,T,F,F,R+14,T,44.47,46337.0,S
918,tony,North Carolina,11,11,NC,NC11,Mark Meadows,Republican,https://meadowsforcongress.com/,votemeadows,F,59.0,M,Married,T,F,F,R+14,T,44.47,46337.0,S
919,tony,North Carolina,11,11,NC,NC11,Phillip Price,Democratic,https://price4wnc.org/,Price4WNC,F,,M,Married,T,F,F,R+14,T,44.47,46337.0,S
920,tony,North Carolina,13,13,NC,NC13,Tom Bailey,Libertarian,,,F,68.0,M,Married,T,F,F,R+6,T,68.88,50803.0,S
921,tony,North Carolina,13,13,NC,NC13,Ted Budd,Republican,http://tedbudd.com/,buddforcongress,T,47.0,M,Married,T,F,F,R+6,T,68.88,50803.0,S
922,tony,North Carolina,13,13,NC,NC13,Kathy Manning,Democratic,https://kathymanning2018.com/,KathyManningNC,F,,F,Married,T,F,F,R+6,T,68.88,50803.0,S
923,tony,Ohio,3,3,OH,OH03,Joyce Beatty,Democratic,https://beattyforcongress.com/,JoyceBeatty,T,68.0,F,Married,F,F,T,D+19,T,99.82,47123.0,MW
924,tony,Ohio,3,3,OH,OH03,James Burgess,Republican,http://burgessforohio.com/,,F,,M,Married,T,F,F,D+19,T,99.82,47123.0,MW
925,tony,Pennsylvania,4,4,PA,PA04,Dan David,Republican,http://dandavidforcongress.com/,DanDavidPA,F,,M,Married,T,F,F,D+7,T,76.43,63733.0,NE
926,tony,Pennsylvania,4,4,PA,PA04,Madeleine Dean,Democratic,https://www.mad4pa.com/,mad4pa,F,,F,Married,T,F,F,D+7,T,76.43,63733.0,NE
927,tony,Pennsylvania,5,5,PA,PA05,Pearl Kim,Republican,https://www.pearlkimforcongress.com/,pearlkimpa,F,,F,Single,F,F,F,D+13,T,50.74,50232.0,NE
928,tony,Pennsylvania,5,5,PA,PA05,Mary Gay Scanlon,Democratic,https://www.scanlonforcongress.com/,marygayscanlon,F,,F,Married,T,F,F,D+13,T,50.74,50232.0,NE
929,tony,Pennsylvania,14,14,PA,PA14,Bibiana Boerio,Democratic,https://boerioforcongress.com/,Boerio4Congress,F,,F,,T,F,F,R+14,T,99.85,45970.0,NE
930,tony,Pennsylvania,14,14,PA,PA14,Guy Reschenthaler,Republican,https://www.guyforpa.com/,reschenthaler,F,,M,,T,F,F,R+14,T,99.85,45970.0,NE
931,tony,Tennessee,6,6,TN,TN06,Dawn Barlow,Democratic,https://www.dawnbarlowforcongress.com/,Barlow4Congress,F,,F,Married,T,F,F,R+24,T,48.23,53708.0,S
932,tony,Tennessee,6,6,TN,TN06,Lloyd Dunn,Independent,https://votedunn.weebly.com/,DUNN4TN,F,37.0,M,Married,T,F,F,R+24,T,48.23,53708.0,S
933,tony,Tennessee,6,6,TN,TN06,John Rose,Republican,https://johnrose.com/,JohnRoseforTN,F,,M,Married,T,F,F,R+24,T,48.23,53708.0,S
934,tony,Tennessee,6,6,TN,TN06,David Ross,Independent,https://www.davidvsdc.com/,,F,59.0,M,Married,T,F,F,R+24,T,48.23,53708.0,S
935,tony,Tennessee,9,9,TN,TN09,Leo AwGoWhat,Independent,,awgowhat,F,,M,,T,F,F,D+28,T,98.54,40491.0,S
936,tony,Tennessee,9,9,TN,TN09,Charlotte Bergmann,Republican,http://charlottebergmann.com/,electbergmann,F,,F,Single,F,T,F,D+28,T,98.54,40491.0,S
937,tony,Tennessee,9,9,TN,TN09,Steve Cohen,Democratic,http://cohenforcongress.com/,reelectcohen,T,69.0,M,,F,F,F,D+28,T,98.54,40491.0,S
938,tony,Texas,1,1,TX,TX01,Jeff Callaway,Libertarian,,,F,42.0,M,,T,F,F,R+25,T,56.8,49086.0,S
939,tony,Texas,1,1,TX,TX01,Louie Gohmert,Republican,https://gohmert.com/,LouieGohmertTX1,T,65.0,M,Married,T,F,F,R+25,T,56.8,49086.0,S
940,tony,Texas,1,1,TX,TX01,Shirley McKellar,Democratic,https://www.votemckellar.com/,Vote4McKellar,F,,F,Married,F,F,T,R+25,T,56.8,49086.0,S
941,tony,Texas,3,3,TX,TX03,Lorie Burch,Democratic,https://lorieburchforcongress.com/,LorieB4Congress,F,,F,Married,T,F,F,R+13,T,96.88,95235.0,S
942,tony,Texas,3,3,TX,TX03,Christopher Claytor,Libertarian,,,F,49.0,M,Married,T,F,F,R+13,T,96.88,95235.0,S
943,tony,Texas,3,3,TX,TX03,Van Taylor,Republican,https://www.vantaylor.com/,VanTaylorTX,F,46.0,M,Married,T,F,F,R+13,T,96.88,95235.0,S
944,tony,Texas,35,35,TX,TX35,Lloyd Doggett,Democratic,https://www.votedoggett.com/,lloyddoggetttx,T,72.0,M,Married,T,F,F,D+15,T,95.99,48284.0,S
945,tony,Texas,35,35,TX,TX35,David Smalling,Republican,https://www.davidsmallingforcongress.com,SmallingforCD35,F,,M,Married,T,F,F,D+15,T,95.99,48284.0,S
946,tony,Texas,35,35,TX,TX35,Clark Patterson,Libertarian,http://www.clarkpforcongress.com/,ClarkPatterson,F,59.0,M,Married,T,F,F,D+15,T,95.99,48284.0,S
947,will,Alabama,3,3,AL,AL03,Mallory Hagan,Democratic,https://www.haganforhouse.com/,ItsMalloryHagan,F,29.0,F,Single,T,F,F,R + 16,T,50.24,46544.0,S
948,will,Alabama,3,3,AL,AL03,Mike Rogers,Republican,http://www.mikerogersforcongress.com/,MikeRogersCamp,T,60.0,M,Married,T,F,F,R + 16,T,50.24,46544.0,S
949,will,Arizona,4,4,AZ,AZ04,David Brill,Democratic,http://www.brillforcongress.com/,Brill4Congress,F,65.0,M,Married,T,F,F,R + 21,T,74.12,30624.0,W
950,will,Arizona,4,4,AZ,AZ04,Paul Gosar,Republican,http://drpaulgosar.com/,RepGosar,T,59.0,M,Married,T,F,F,R + 21,T,74.12,30624.0,W
951,will,Arizona,4,4,AZ,AZ04,Haryaksha Gregor Knauer,Green,http://www.newmenu.org/HGK,None,F,58.0,M,SIngle,T,F,F,R + 21,T,74.12,30624.0,W
952,will,California,1,1,CA,CA01,Audrey Denney,Democratic,https://www.audreyforcongress.com/,audrey4congress,F,34.0,F,Single,T,F,F,R +11,T,62.63,41709.0,W
953,will,California,1,1,CA,CA01,Doug LaMalfa,Republican,http://www.douglamalfa.com/,DougLaMalfa,T,58.0,M,Married,T,F,F,R +11,T,62.63,41709.0,W
954,will,California,34,34,CA,CA34,Jimmy Gomez,Democratic,http://www.jimmygomezforcongress.com/,jimmygomezca,T,43.0,M,Married,F,T,F,D+35,T,100,32667.0,W
955,will,California,34,34,CA,CA34,Kenneth Mejia,Green,http://kennethmejiaforcongress.nationbuilder.com/,25forcongress,F,27.0,M,Single,F,T,F,D+35,T,100,32667.0,W
956,will,California,43,43,CA,CA43,Omar Navarro,Republican,http://www.omarnavarro.com/,RealOmarNavarro,F,29.0,M,Married,F,T,F,D+29,T,100,44230.0,W
957,will,California,43,43,CA,CA43,Maxine Waters,Democratic,https://maxinewatersforcongress.com/,MaxineWaters,T,80.0,F,Married,F,F,T,D+29,T,100,44230.0,W
958,will,Connecticut,5,5,CT,CT05,Jahana Hayes,Democratic,https://www.jahanahayes.com/,JahanaHayesCT,F,45.0,F,Married,F,F,T,D+2,T,85.79,63275.0,NE
959,will,Connecticut,5,5,CT,CT05,Manny Santos,Republican,https://www.santosforcongress.com/,Santos4Congress,F,63.0,M,Married,F,T,F,D+2,T,85.79,63275.0,NE
960,will,Florida,3,3,FL,FL03,Yvonne Hayes Hinson,Democratic,https://www.yvonneforcongress.com/,YvonneHinsonFL,F,70.0,F,Single,F,F,T,R+9,T,56.39,42966.0,S
961,will,Florida,3,3,FL,FL03,Ted Yoho,Republican,http://www.tedyoho.com/,TedYoho,T,63.0,M,Married,T,F,F,R+9,T,56.39,42966.0,S
962,will,Florida,13,13,FL,FL13,George Buck,Republican,https://www.georgebuckjr.com/,gbuck_jr,F,63.0,M,Single,T,F,F,D+2,T,99.95,42827.0,S
963,will,Florida,13,13,FL,FL13,Charlie Crist,Democratic,https://twitter.com/charliecristfl,CharlieCrist,T,62.0,M,Married,T,F,F,D+2,T,99.95,42827.0,S
964,will,Florida,26,26,FL,FL26,Carlos Curbelo,Republican,http://www.carloscurbelo.com/,carloslcurbelo,T,38.0,M,Married,T,F,F,D+6,T,97.71,48899.0,S
965,will,Florida,26,26,FL,FL26,Debbie Mucarsel-Powell,Democratic,http://debbiemucarselpowell.com/,DebbieforFL,F,47.0,F,Married,T,F,F,D+6,T,97.71,48899.0,S
966,will,Illinois,2,2,IL,IL02,Robin Kelly,Democratic,http://robinkellyforcongress.org/,RobinLynneKelly,T,62.0,F,Married,F,F,T,D+29,T,94.72,45572.0,MW
967,will,Illinois,2,2,IL,IL02,David Merkle,Republican,https://www.facebook.com/DavidMerkleMindset/,,F,65.0,M,Single,T,F,F,D+29,T,94.72,45572.0,MW
968,will,Illinois,11,11,IL,IL11,Bill Foster,Democratic,http://www.billfoster.com/,Foster4Congress,T,63.0,M,Married,T,F,F,D+9,T,99.74,65938.0,MW
